[2024-12-10 12:42:37 : INFO] - Cache for URL: https://theanalytichub.com/?p=13728 has been purged, triggered by action: save_post 
[2024-12-10 13:06:15 : INFO] - Cache for URL: https://theanalytichub.com/courses/master-data-analysis-with-power-bi/ has been purged, triggered by action: save_post 
[2024-12-10 13:06:15 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-10 13:06:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 13:06:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 13:10:52 : INFO] - Cache for URL: https://theanalytichub.com/courses/master-data-analysis-with-power-bi/ has been purged, triggered by action: save_post 
[2024-12-10 13:10:52 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-10 13:10:52 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 13:10:52 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 15:59:28 : INFO] - Cache for URL: https://theanalytichub.com/?p=13807 has been purged, triggered by action: save_post 
[2024-12-10 15:59:28 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 16:04:14 : INFO] - Cache for URL: https://theanalytichub.com/?p=13808 has been purged, triggered by action: save_post 
[2024-12-10 16:04:14 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 16:15:35 : INFO] - Full Cache Purge triggered by: plugin activation/deactivation 
[2024-12-10 16:16:41 : INFO] - Full Cache Purge triggered by: WP_Optimize_Cache_Commands::purge_page_cache 
[2024-12-10 16:16:41 : INFO] - Pruning the Cache log file 
[2024-12-10 16:16:54 : INFO] - Full Cache Purge triggered by: WPO_Page_Cache::disable 
[2024-12-10 16:16:54 : INFO] - Pruning the Cache log file 
[2024-12-10 16:17:47 : INFO] - Cache for URL: https://theanalytichub.com/?p=13810 has been purged, triggered by action: save_post 
[2024-12-10 16:17:47 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 16:19:59 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 16:20:01 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 16:20:10 : INFO] - Cache for URL: https://theanalytichub.com/product/master-data-analysis-with-power-bi/?attribute_pa_pbibatch=firstbatch has been purged, triggered by action: woocommerce_variation_set_stock 
[2024-12-10 16:20:10 : INFO] - Cache for URL: https://theanalytichub.com/product/master-data-analysis-with-power-bi/?attribute_pa_pbibatch=orientation has been purged, triggered by action: woocommerce_variation_set_stock 
[2024-12-10 16:20:29 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 16:20:29 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 16:20:29 : INFO] - Cache for URL: https://theanalytichub.com/product/master-data-analysis-with-power-bi/ has been purged, triggered by action: save_post 
[2024-12-10 16:20:29 : INFO] - Cache for archive page associated with post_type: product and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-10 16:23:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 16:23:15 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 16:23:15 : INFO] - Cache for URL: https://theanalytichub.com/product/master-data-analysis-with-power-bi/ has been purged, triggered by action: save_post 
[2024-12-10 16:23:15 : INFO] - Cache for archive page associated with post_type: product and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-10 18:34:33 : INFO] - Cache for URL: https://theanalytichub.com/?post_type=product&p=13814 has been purged, triggered by action: save_post 
[2024-12-10 18:34:33 : INFO] - Cache for archive page associated with post_type: product and Title: "AUTO-DRAFT" has been purged, triggered by action: save_post 
[2024-12-10 19:04:14 : INFO] - Cache for URL: https://theanalytichub.com/?p=13816 has been purged, triggered by action: save_post 
[2024-12-10 19:04:14 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 19:05:51 : INFO] - Cache for URL: https://theanalytichub.com/?post_type=courses&p=13740 has been purged, triggered by action: save_post 
[2024-12-10 19:05:51 : INFO] - Cache for archive page associated with post_type: courses and Title: "Master Data Analysis with Power BI" has been purged, triggered by action: save_post 
[2024-12-10 19:19:08 : INFO] - Cache for URL: https://theanalytichub.com/?post_type=courses&p=13818 has been purged, triggered by action: save_post 
[2024-12-10 19:19:08 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2024-12-10 19:21:02 : INFO] - Cache for URL: https://theanalytichub.com/?page_id=13819 has been purged, triggered by action: save_post 
[2024-12-10 19:33:22 : INFO] - Cache for URL: https://theanalytichub.com/webinar-2/ has been purged, triggered by action: save_post 
[2024-12-10 19:33:22 : INFO] - Cache for URL: https://theanalytichub.com/webinar-2/ has been purged, triggered by action: save_post 
[2024-12-10 19:33:23 : INFO] - Cache for URL: https://theanalytichub.com/webinar-2/ has been purged, triggered by action: save_post 
[2024-12-10 19:35:26 : INFO] - Cache for URL: https://theanalytichub.com/master-data-analysis-with-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:36:41 : INFO] - Cache for URL: https://theanalytichub.com/master-data-analysis-with-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:36:41 : INFO] - Cache for URL: https://theanalytichub.com/master-data-analysis-with-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:37:16 : INFO] - Cache for URL: https://theanalytichub.com/?p=13825 has been purged, triggered by action: save_post 
[2024-12-10 19:37:16 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 19:39:29 : INFO] - Cache for URL: https://theanalytichub.com/master-data-analysis-with-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:39:29 : INFO] - Cache for URL: https://theanalytichub.com/master-data-analysis-with-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:41:07 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:41:20 : INFO] - Cache for URL: https://theanalytichub.com/?p=13827 has been purged, triggered by action: save_post 
[2024-12-10 19:41:20 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 19:41:54 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:41:55 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:42:09 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:42:10 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:42:11 : INFO] - Cache for URL: https://theanalytichub.com/?p=13828 has been purged, triggered by action: save_post 
[2024-12-10 19:42:11 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-10 19:46:53 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:47:56 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:47:56 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:48:49 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:48:49 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:48:49 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:49:21 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:49:21 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:50:05 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 19:50:06 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:17:38 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:17:38 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:17:38 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:18:42 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:18:42 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:18:42 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: save_post 
[2024-12-10 20:25:43 : INFO] - Cache for URL: https://theanalytichub.com/promo-powerbi/ has been purged, triggered by action: wp_trash_post 
[2024-12-10 20:25:43 : INFO] - Cache for URL: https://theanalytichub.com/?page_id=13819 has been purged, triggered by action: save_post 
[2024-12-10 20:27:04 : INFO] - Cache for URL: https://theanalytichub.com/?post_type=courses&p=13818 has been purged, triggered by action: save_post 
[2024-12-10 20:27:04 : INFO] - Cache for archive page associated with post_type: courses and Title: "New Course" has been purged, triggered by action: save_post 
[2024-12-10 20:28:33 : INFO] - Cache for URL: https://theanalytichub.com/?post_type=courses&p=13845 has been purged, triggered by action: save_post 
[2024-12-10 20:28:33 : INFO] - Cache for archive page associated with post_type: courses and Title: "Up and Running With Power BI" has been purged, triggered by action: save_post 
[2024-12-10 20:28:33 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 20:28:33 : INFO] - Cache for multiple term taxonomy have been purged due to post terms update, triggered by action: set_object_terms 
[2024-12-10 20:28:33 : INFO] - Cache for URL: https://theanalytichub.com/courses/powerbi-live-2/lesson/we-can-harness-the-power-of-ai-in-visual-2/ has been purged, triggered by action: save_post 
[2024-12-10 20:28:33 : INFO] - Cache for archive page associated with post_type: lesson and Title: "We can harness the power of Ai in Visual" has been purged, triggered by action: save_post 
